,Unnamed: 0,,location,timestamp,tweet,tiny_tweet,tokens,stems,score,
12010,12010,12010,"[,]",2020-05-08 01:59:38+00:00,"Visitar familiares tambien es romper la cuarentena, retrasados del ogt",Visitar familiares tambien romper cuarentena retrasados,"['visitar', 'familiares', 'tambien', 'romper', 'cuarentena', 'retrasados']","['visit', 'familiar', 'tambi', 'romp', 'cuarenten', 'retras']",0,
12105,12105,12105,"[,]",2020-05-08 02:02:52+00:00,"@camicoordoba No se puede, estamos de cuarentena amiga!!",puede estamos cuarentena amiga,"['puede', 'estamos', 'cuarentena', 'amiga']","['pued', 'estam', 'cuarenten', 'amig']",1,
12242,12242,12242,"[,]",2020-05-08 02:07:34+00:00,Está bueno tener un metegol para pasar la cuarentena.,bueno tener metegol para pasar cuarentena,"['bueno', 'tener', 'metegol', 'para', 'pasar', 'cuarentena']","['buen', 'ten', 'metegol', 'par', 'pas', 'cuarenten']",1,
12243,12243,12243,"[,]",2020-05-08 02:07:37+00:00,"Yo tmb estudio en cuarentena, me vi el orden cronológico de varios pj de Naruto, hay que estar bien informado",estudio cuarentena orden cronol gico varios Naruto estar bien informado,"['estudio', 'cuarentena', 'orden', 'cronol', 'gico', 'varios', 'naruto', 'estar', 'bien', 'informado']","['estudi', 'cuarenten', 'orden', 'cronol', 'gic', 'vari', 'narut', 'estar', 'bien', 'inform']",1,
12296,12296,12296,"[,]",2020-05-08 02:09:04+00:00,che ir a trabajar es romper la cuarentena? 🤔,trabajar romper cuarentena,"['trabajar', 'romper', 'cuarentena']","['trabaj', 'romp', 'cuarenten']",1,
12350,12350,12350,"[,]",2020-05-08 02:11:04+00:00,Basta de mentiras Sr . Presidente ya nadie le cree postergación de la cuarentena No hay plan  y CRISTINA no sabe que hacer,Basta mentiras Presidente nadie cree postergaci cuarentena plan CRISTINA sabe hacer,"['basta', 'mentiras', 'presidente', 'nadie', 'cree', 'postergaci', 'cuarentena', 'plan', 'cristina', 'sabe', 'hacer']","['bast', 'mentir', 'president', 'nadi', 'cre', 'postergaci', 'cuarenten', 'plan', 'cristin', 'sab', 'hac']",0,
12366,12366,12366,"[,]",2020-05-08 02:11:32+00:00,Que bueno que me la jugué  antes de la cuarentena,bueno jugu antes cuarentena,"['bueno', 'jugu', 'antes', 'cuarentena']","['buen', 'jugu', 'antes', 'cuarenten']",2,
12380,12380,12380,"[,]",2020-05-08 02:11:52+00:00,"Como fantasmean en Instagram con eso de ""esta persona está rompiendo la cuarentena"" 🤣",Como fantasmean Instagram esta persona rompiendo cuarentena,"['como', 'fantasmean', 'instagram', 'esta', 'persona', 'rompiendo', 'cuarentena']","['com', 'fantasm', 'instagram', 'esta', 'person', 'romp', 'cuarenten']",2,
12451,12451,12451,"[,]",2020-05-08 02:14:12+00:00,"que ganas de un abrazo, maldita cuarentena 👎😣",ganas abrazo maldita cuarentena,"['ganas', 'abrazo', 'maldita', 'cuarentena']","['gan', 'abraz', 'maldit', 'cuarenten']",0,
12498,12498,12498,"[,]",2020-05-08 02:15:44+00:00,@Poggi Que pasa que no se aplaude más a los médicos? Se terminó la cuarentena.??,pasa aplaude dicos termin cuarentena,"['pasa', 'aplaude', 'dicos', 'termin', 'cuarentena']","['pas', 'aplaud', 'dic', 'termin', 'cuarenten']",1,
12610,12610,12610,"[,]",2020-05-08 02:19:02+00:00,"Te imaginas que la cuarentena haga esto? Fua Sandra, estaría mas buena que comer pollo con las manoooooos",imaginas cuarentena haga esto Sandra estar buena comer pollo manoooooos,"['imaginas', 'cuarentena', 'haga', 'esto', 'sandra', 'estar', 'buena', 'comer', 'pollo', 'manoooooos']","['imagin', 'cuarenten', 'hag', 'esto', 'sandr', 'estar', 'buen', 'com', 'poll', 'manooooo']",1,
12628,12628,12628,"[,]",2020-05-08 02:19:54+00:00,"Toda una cuarentena, y no me mire ninguna serie la verdad me 👏🏻👏🏻👏🏻👏🏻👏🏻",Toda cuarentena mire ninguna serie verdad,"['toda', 'cuarentena', 'mire', 'ninguna', 'serie', 'verdad']","['tod', 'cuarenten', 'mir', 'ningun', 'seri', 'verd']",2,
12647,12647,12647,"[,]",2020-05-08 02:20:42+00:00,@tade2431 Respeta la cuarentena boton,Respeta cuarentena boton,"['respeta', 'cuarentena', 'boton']","['respet', 'cuarenten', 'boton']",0,
12648,12648,12648,"[,]",2020-05-08 02:20:43+00:00,mi abuela me dijo a penas termine la cuarentena te venis y te quedas 2 dias en casa... dios la amo y la extraño tanto😭💔,abuela dijo penas termine cuarentena venis quedas dias casa dios extra tanto,"['abuela', 'dijo', 'penas', 'termine', 'cuarentena', 'venis', 'quedas', 'dias', 'casa', 'dios', 'extra', 'tanto']","['abuel', 'dij', 'pen', 'termin', 'cuarenten', 'venis', 'qued', 'dias', 'cas', 'dios', 'extra', 'tant']",0,
12657,12657,12657,"[,]",2020-05-08 02:20:57+00:00,@Franco29683361 El divino de mi compañero de cuarentena  😍 jajaja,divino compa cuarentena jajaja,"['divino', 'compa', 'cuarentena', 'jajaja']","['divin', 'comp', 'cuarenten', 'jajaj']",2,
12715,12715,12715,"[,]",2020-05-08 02:22:30+00:00,Viáticos de la cuarentena,ticos cuarentena,"['ticos', 'cuarentena']","['tic', 'cuarenten']",1,
12748,12748,12748,"[,]",2020-05-08 02:23:26+00:00,“La cuarentena termina el 10 de mayo”,cuarentena termina mayo,"['cuarentena', 'termina', 'mayo']","['cuarenten', 'termin', 'may']",1,
12801,12801,12801,"[,]",2020-05-08 02:25:28+00:00,El frío y la cuarentena me están sacando las ganas de todo!,cuarentena sacando ganas todo,"['cuarentena', 'sacando', 'ganas', 'todo']","['cuarenten', 'sac', 'gan', 'tod']",0,
12830,12830,12830,"[,]",2020-05-08 02:26:22+00:00,@cheagustinaa Quedamos re cuarentena. Nos amo.,Quedamos cuarentena,"['quedamos', 'cuarentena']","['qued', 'cuarenten']",1,
12920,12920,12920,"[,]",2020-05-08 02:29:13+00:00,@edu_rilo @FabBallarini Ninguno de los 2 países tiene cuarentena obligatoria,Ninguno tiene cuarentena obligatoria,"['ninguno', 'tiene', 'cuarentena', 'obligatoria']","['ningun', 'tien', 'cuarenten', 'obligatori']",1,
12958,12958,12958,"[,]",2020-05-08 02:30:31+00:00,Esta grabado tabare!! Inevitablemente tenemos que ir a una cuarentena total. Sos mentiroso!!!,Esta grabado tabare Inevitablemente tenemos cuarentena total mentiroso,"['esta', 'grabado', 'tabare', 'inevitablemente', 'tenemos', 'cuarentena', 'total', 'mentiroso']","['esta', 'grab', 'tabar', 'inevit', 'ten', 'cuarenten', 'total', 'mentir']",0,
13032,13032,13032,"[,]",2020-05-08 02:32:50+00:00,"Los cortes de pelo me son tan necesarios para levantarme el animo, más en esta cuarentena.",cortes pelo necesarios para levantarme animo esta cuarentena,"['cortes', 'pelo', 'necesarios', 'para', 'levantarme', 'animo', 'esta', 'cuarentena']","['cort', 'pel', 'necesari', 'par', 'levant', 'anim', 'esta', 'cuarenten']",2,
13088,13088,13088,"[,]",2020-05-08 02:34:32+00:00,Esta cuarentena me deja sin espalda y sin cuello,Esta cuarentena deja espalda cuello,"['esta', 'cuarentena', 'deja', 'espalda', 'cuello']","['esta', 'cuarenten', 'dej', 'espald', 'cuell']",0,
13100,13100,13100,"[,]",2020-05-08 02:34:52+00:00,@samira_eliana Lo entendí. Me reía xq todos esperamos un desgarro en cuarentena... Jaja,entend todos esperamos desgarro cuarentena Jaja,"['entend', 'todos', 'esperamos', 'desgarro', 'cuarentena', 'jaja']","['entend', 'tod', 'esper', 'desgarr', 'cuarenten', 'jaj']",1,
13126,13126,13126,"[,]",2020-05-08 02:35:33+00:00,Estaba por hacer mi primer compra compulsiva en cuarentena y justo se cayó mercado pago. Los odio ahr,Estaba hacer primer compra compulsiva cuarentena justo mercado pago odio,"['estaba', 'hacer', 'primer', 'compra', 'compulsiva', 'cuarentena', 'justo', 'mercado', 'pago', 'odio']","['estab', 'hac', 'prim', 'compr', 'compuls', 'cuarenten', 'just', 'merc', 'pag', 'odi']",0,
13171,13171,13171,"[,]",2020-05-08 02:37:24+00:00,Cuánta porquería estoy comiendo en esta cuarentena y me parece perfecto.,porquer estoy comiendo esta cuarentena parece perfecto,"['porquer', 'estoy', 'comiendo', 'esta', 'cuarentena', 'parece', 'perfecto']","['porqu', 'estoy', 'com', 'esta', 'cuarenten', 'parec', 'perfect']",0,
13187,13187,13187,"[,]",2020-05-08 02:37:53+00:00,Estaba por hacer mi primera compra compulsiva en cuarentena y justo se cayó mercado pago. Los odio ahr,Estaba hacer primera compra compulsiva cuarentena justo mercado pago odio,"['estaba', 'hacer', 'primera', 'compra', 'compulsiva', 'cuarentena', 'justo', 'mercado', 'pago', 'odio']","['estab', 'hac', 'primer', 'compr', 'compuls', 'cuarenten', 'just', 'merc', 'pag', 'odi']",0,
13218,13218,13218,"[,]",2020-05-08 02:38:28+00:00,"No sé ustedes, pero yo necesito una semana de vacaciones por estrés post cuarentena.",ustedes pero necesito semana vacaciones estr post cuarentena,"['ustedes', 'pero', 'necesito', 'semana', 'vacaciones', 'estr', 'post', 'cuarentena']","['usted', 'per', 'necesit', 'seman', 'vacacion', 'estr', 'post', 'cuarenten']",0,
13318,13318,13318,"[,]",2020-05-08 02:41:51+00:00,"Los días se me pasan en un abrir y cerrar de ojos en esta cuarentena, va más que de costumbre!",pasan abrir cerrar ojos esta cuarentena costumbre,"['pasan', 'abrir', 'cerrar', 'ojos', 'esta', 'cuarentena', 'costumbre']","['pas', 'abrir', 'cerr', 'ojos', 'esta', 'cuarenten', 'costumbr']",0,
13335,13335,13335,"[,]",2020-05-08 02:42:36+00:00,@juansuran_ Es lo mejor que nos pudo haber pasado a las 2006 bld xq nuestros xv no los festejamos en cuarentena,mejor pudo haber pasado nuestros festejamos cuarentena,"['mejor', 'pudo', 'haber', 'pasado', 'nuestros', 'festejamos', 'cuarentena']","['mejor', 'pud', 'hab', 'pas', 'nuestr', 'festej', 'cuarenten']",1,
13537,13537,13537,"[,]",2020-05-08 02:49:32+00:00,"Tan tirando cuetes en el barrio, terminó la falsa cuarentena?",tirando cuetes barrio termin falsa cuarentena,"['tirando', 'cuetes', 'barrio', 'termin', 'falsa', 'cuarentena']","['tir', 'cuet', 'barri', 'termin', 'fals', 'cuarenten']",1,
13569,13569,13569,"[,]",2020-05-08 02:50:33+00:00,Estoy en cuarentena hasta de mi celular,Estoy cuarentena hasta celular,"['estoy', 'cuarentena', 'hasta', 'celular']","['estoy', 'cuarenten', 'hast', 'celul']",0,
13608,13608,13608,"[,]",2020-05-08 02:51:30+00:00,"Es más fácil romper la cuarentena de noche, que se tragara el orgullo",romper cuarentena noche tragara orgullo,"['romper', 'cuarentena', 'noche', 'tragara', 'orgullo']","['romp', 'cuarenten', 'noch', 'trag', 'orgull']",1,
13628,13628,13628,"[,]",2020-05-08 02:52:09+00:00,Los cacerolos que salgan sin barbijos...ya que quieren que  termine la cuarentena.. Quien se animara.?,cacerolos salgan barbijos quieren termine cuarentena Quien animara,"['cacerolos', 'salgan', 'barbijos', 'quieren', 'termine', 'cuarentena', 'quien', 'animara']","['cacerol', 'salg', 'barbij', 'quier', 'termin', 'cuarenten', 'qui', 'anim']",0,
13655,13655,13655,"[,]",2020-05-08 02:53:02+00:00,Con ese antifaz el virus no la va a reconocer.....está salvada...!,antifaz virus reconocer salvada,"['antifaz', 'virus', 'reconocer', 'salvada']","['antifaz', 'virus', 'reconoc', 'salv']",1,
13707,13707,13707,"[,]",2020-05-08 02:54:57+00:00,Hacer videollamada con los pibes todas las noches me hace sentirme menos en cuarentena,Hacer videollamada pibes todas noches hace sentirme menos cuarentena,"['hacer', 'videollamada', 'pibes', 'todas', 'noches', 'hace', 'sentirme', 'menos', 'cuarentena']","['hac', 'videollam', 'pib', 'tod', 'noch', 'hac', 'sent', 'men', 'cuarenten']",2,
13777,13777,13777,"[,]",2020-05-08 02:57:03+00:00,"Perdón pero, me siento como @BennuAtaman_ en esta cuarentena. Voy a buscar vino... #LasMilyUnaNoches",Perd pero siento como esta cuarentena buscar vino #LasMilyUnaNoches,"['perd', 'pero', 'siento', 'como', 'esta', 'cuarentena', 'buscar', 'vino', '#lasmilyunanoches']","['perd', 'per', 'sient', 'com', 'esta', 'cuarenten', 'busc', 'vin', '#lasmilyunanoch']",0,
13780,13780,13780,"[,]",2020-05-08 02:57:09+00:00,@totosoraya Ya sos inmune a cualquier virus. Olvídate.,inmune cualquier virus date,"['inmune', 'cualquier', 'virus', 'date']","['inmun', 'cualqui', 'virus', 'dat']",1,
13791,13791,13791,"[,]",2020-05-08 02:57:25+00:00,@soylacarbonell Cartuchos de color le bancarom la cuarentena o blanco y negro,Cartuchos color bancarom cuarentena blanco negro,"['cartuchos', 'color', 'bancarom', 'cuarentena', 'blanco', 'negro']","['cartuch', 'color', 'bancarom', 'cuarenten', 'blanc', 'negr']",1,
14049,14049,14049,"[,]",2020-05-08 03:06:06+00:00,El mejor hilo que leí en la cuarentena,mejor hilo cuarentena,"['mejor', 'hilo', 'cuarentena']","['mejor', 'hil', 'cuarenten']",2,
14116,14116,14116,"[,]",2020-05-08 03:08:24+00:00,"bueno, feliz cumpleaños a mi, cumpleaños de mierda en cuarentena pero cumpleaños al fin ahr",bueno feliz cumplea cumplea mierda cuarentena pero cumplea,"['bueno', 'feliz', 'cumplea', 'cumplea', 'mierda', 'cuarentena', 'pero', 'cumplea']","['buen', 'feliz', 'cumple', 'cumple', 'mierd', 'cuarenten', 'per', 'cumple']",0,
14121,14121,14121,"[,]",2020-05-08 03:08:41+00:00,¡Hemos llegados a los 50 días de Cuarentena! 👏👏👏👏👏👏,Hemos llegados Cuarentena,"['hemos', 'llegados', 'cuarentena']","['hem', 'lleg', 'cuarenten']",1,
14125,14125,14125,"[,]",2020-05-08 03:08:48+00:00,@graberner @cristremenda Y sabes que estoy casi segura que ahora por la cuarentena HBO es gratis! Tiene unas series buenísimas!,sabes estoy casi segura ahora cuarentena gratis Tiene unas series buen simas,"['sabes', 'estoy', 'casi', 'segura', 'ahora', 'cuarentena', 'gratis', 'tiene', 'unas', 'series', 'buen', 'simas']","['sab', 'estoy', 'casi', 'segur', 'ahor', 'cuarenten', 'gratis', 'tien', 'unas', 'seri', 'buen', 'sim']",2,
14126,14126,14126,"[,]",2020-05-08 03:08:51+00:00,"Hasta el 24 de mayo la cuarentena? El 25 harán un aKto?? Por favor , no. O un anuncio raro...?",Hasta mayo cuarentena aKto favor anuncio raro,"['hasta', 'mayo', 'cuarentena', 'akto', 'favor', 'anuncio', 'raro']","['hast', 'may', 'cuarenten', 'akto', 'favor', 'anunci', 'rar']",0,
14136,14136,14136,"[,]",2020-05-08 03:09:07+00:00,@HenryChinaski67 @sabelbalbastro cansados de la cuarentena,cansados cuarentena,"['cansados', 'cuarentena']","['cans', 'cuarenten']",0,
14177,14177,14177,"[,]",2020-05-08 03:10:31+00:00,"Gracias a la facultad me he deprimido bastante poco durante lo que va de cuarentena, no sé que será de mi vida cuando me reciba 🤔",Gracias facultad deprimido bastante poco durante cuarentena vida cuando reciba,"['gracias', 'facultad', 'deprimido', 'bastante', 'poco', 'durante', 'cuarentena', 'vida', 'cuando', 'reciba']","['graci', 'facult', 'deprim', 'bastant', 'poc', 'durant', 'cuarenten', 'vid', 'cuand', 'recib']",0,
14216,14216,14216,"[,]",2020-05-08 03:11:40+00:00,Jajajaja yo viole la cuarentena casi muero es buenísimo yo quiero hacer eso tmb jajajaja,Jajajaja viole cuarentena casi muero buen simo quiero hacer jajajaja,"['jajajaja', 'viole', 'cuarentena', 'casi', 'muero', 'buen', 'simo', 'quiero', 'hacer', 'jajajaja']","['jajajaj', 'viol', 'cuarenten', 'casi', 'muer', 'buen', 'sim', 'quier', 'hac', 'jajajaj']",2,
14241,14241,14241,"[,]",2020-05-08 03:12:21+00:00,"Te extrañaba antes de la cuarentena, imagínate ahora",extra antes cuarentena imag nate ahora,"['extra', 'antes', 'cuarentena', 'imag', 'nate', 'ahora']","['extra', 'antes', 'cuarenten', 'imag', 'nat', 'ahor']",0,
14259,14259,14259,"[,]",2020-05-08 03:13:00+00:00,Si fuese por Kambourian la cuarentena no debe terminar más. Es maléfico este señor.,fuese Kambourian cuarentena debe terminar fico este,"['fuese', 'kambourian', 'cuarentena', 'debe', 'terminar', 'fico', 'este']","['fues', 'kambouri', 'cuarenten', 'deb', 'termin', 'fic', 'este']",0,
14280,14280,14280,"[,]",2020-05-08 03:13:49+00:00,"Bueno, con este frío ojalá la cuarentena dure hasta septiembre porque no quiero salir a trabajar con esta temperatura gélida",Bueno este ojal cuarentena dure hasta septiembre porque quiero salir trabajar esta temperatura lida,"['bueno', 'este', 'ojal', 'cuarentena', 'dure', 'hasta', 'septiembre', 'porque', 'quiero', 'salir', 'trabajar', 'esta', 'temperatura', 'lida']","['buen', 'este', 'ojal', 'cuarenten', 'dur', 'hast', 'septiembr', 'porqu', 'quier', 'sal', 'trabaj', 'esta', 'temperatur', 'lid']",2,
14285,14285,14285,"[,]",2020-05-08 03:14:00+00:00,"@EpitafioDeSicil Se agrega ""cuarentena"" a situaciones en las que no hay que hacer promesas",agrega cuarentena situaciones hacer promesas,"['agrega', 'cuarentena', 'situaciones', 'hacer', 'promesas']","['agreg', 'cuarenten', 'situacion', 'hac', 'promes']",1,
14331,14331,14331,"[,]",2020-05-08 03:15:32+00:00,como entre en la joda de romper la cuarentena ya estaba recurriendo a mi mamá la abogada,como entre joda romper cuarentena estaba recurriendo abogada,"['como', 'entre', 'joda', 'romper', 'cuarentena', 'estaba', 'recurriendo', 'abogada']","['com', 'entre', 'jod', 'romp', 'cuarenten', 'estab', 'recurr', 'abog']",1,
14409,14409,14409,"[,]",2020-05-08 03:18:23+00:00,@DinhaViajera Son canciones que tengan que ver con el estado de ánimos de la cuarentena o canciones para pum para arriba ????,canciones tengan estado nimos cuarentena canciones para para arriba,"['canciones', 'tengan', 'estado', 'nimos', 'cuarentena', 'canciones', 'para', 'para', 'arriba']","['cancion', 'teng', 'estad', 'nim', 'cuarenten', 'cancion', 'par', 'par', 'arrib']",0,
14432,14432,14432,"[,]",2020-05-08 03:19:03+00:00,Le voy a bajar todos los dientes a esta cuando termine la cuarentena me tiene harta,bajar todos dientes esta cuando termine cuarentena tiene harta,"['bajar', 'todos', 'dientes', 'esta', 'cuando', 'termine', 'cuarentena', 'tiene', 'harta']","['baj', 'tod', 'dient', 'esta', 'cuand', 'termin', 'cuarenten', 'tien', 'hart']",0,
14441,14441,14441,"[,]",2020-05-08 03:19:30+00:00,Bueno disfrute una banda enviando la historia esta de que la persona habia salido en cuarentena🤣! Debí haber grabado las reacciones....,Bueno disfrute banda enviando historia esta persona habia salido cuarentena haber grabado reacciones,"['bueno', 'disfrute', 'banda', 'enviando', 'historia', 'esta', 'persona', 'habia', 'salido', 'cuarentena', 'haber', 'grabado', 'reacciones']","['buen', 'disfrut', 'band', 'envi', 'histori', 'esta', 'person', 'habi', 'sal', 'cuarenten', 'hab', 'grab', 'reaccion']",2,
14448,14448,14448,"[,]",2020-05-08 03:19:39+00:00,"Igual te da bronca, perder todo este tiempo por culpa de un virus.",Igual bronca perder todo este tiempo culpa virus,"['igual', 'bronca', 'perder', 'todo', 'este', 'tiempo', 'culpa', 'virus']","['igual', 'bronc', 'perd', 'tod', 'este', 'tiemp', 'culp', 'virus']",0,
14457,14457,14457,"[,]",2020-05-08 03:19:57+00:00,Por su salud ojalá la cuarentena dure bastante porq la cruzo y la parto al medio,salud ojal cuarentena dure bastante porq cruzo parto medio,"['salud', 'ojal', 'cuarentena', 'dure', 'bastante', 'porq', 'cruzo', 'parto', 'medio']","['salud', 'ojal', 'cuarenten', 'dur', 'bastant', 'porq', 'cruz', 'part', 'medi']",0,
14617,14617,14617,"[,]",2020-05-08 03:25:16+00:00,Que juego de mierda que te expongan en una historia porque supuestamente rompiste la cuarentena,juego mierda expongan historia porque supuestamente rompiste cuarentena,"['juego', 'mierda', 'expongan', 'historia', 'porque', 'supuestamente', 'rompiste', 'cuarentena']","['jueg', 'mierd', 'expong', 'histori', 'porqu', 'supuest', 'romp', 'cuarenten']",0,
14742,14742,14742,"[,]",2020-05-08 03:29:16+00:00,"Es así, en las termas te podés agarrar cualquier virus,es verdad lo q dijo el ministro",termas agarrar cualquier virus verdad dijo ministro,"['termas', 'agarrar', 'cualquier', 'virus', 'verdad', 'dijo', 'ministro']","['term', 'agarr', 'cualqui', 'virus', 'verd', 'dij', 'ministr']",1,
14787,14787,14787,"[,]",2020-05-08 03:31:21+00:00,@Whipala_ A que pase la cuarentena y este disponible el tatuador (?,pase cuarentena este disponible tatuador,"['pase', 'cuarentena', 'este', 'disponible', 'tatuador']","['pas', 'cuarenten', 'este', 'dispon', 'tatuador']",1,
14794,14794,14794,"[,]",2020-05-08 03:31:28+00:00,Tuve sarpada charla con mí mamá y fue lo mejor que me pasó en la cuarentena y seguramente en el año,Tuve sarpada charla mejor cuarentena seguramente,"['tuve', 'sarpada', 'charla', 'mejor', 'cuarentena', 'seguramente']","['tuv', 'sarp', 'charl', 'mejor', 'cuarenten', 'segur']",2,
14811,14811,14811,"[,]",2020-05-08 03:32:15+00:00,"@giuli_marsilli @valenmougan Apoyo a giuli, esta cuarentena me enseño que todo es posible, cuestion de fe nada mas",Apoyo giuli esta cuarentena ense todo posible cuestion nada,"['apoyo', 'giuli', 'esta', 'cuarentena', 'ense', 'todo', 'posible', 'cuestion', 'nada']","['apoy', 'giuli', 'esta', 'cuarenten', 'ense', 'tod', 'posibl', 'cuestion', 'nad']",2,
14919,14919,14919,"[,]",2020-05-08 03:35:43+00:00,"Pre cuarentena ,tenía la piel hermosa super lisita, porque podía cojer. Y ahora estoy toda brotada  ALBERTO ESTA NO LA PERDONÓ 👊👊",cuarentena piel hermosa super lisita porque cojer ahora estoy toda brotada ALBERTO ESTA PERDON,"['cuarentena', 'piel', 'hermosa', 'super', 'lisita', 'porque', 'cojer', 'ahora', 'estoy', 'toda', 'brotada', 'alberto', 'esta', 'perdon']","['cuarenten', 'piel', 'hermos', 'sup', 'lisit', 'porqu', 'coj', 'ahor', 'estoy', 'tod', 'brot', 'albert', 'esta', 'perdon']",0,
14933,14933,14933,"[,]",2020-05-08 03:36:09+00:00,"Cuarentena, Promesa y Sexo, NO SE USAN EN LA MISMA FRASE",Cuarentena Promesa Sexo USAN MISMA FRASE,"['cuarentena', 'promesa', 'sexo', 'usan', 'misma', 'frase']","['cuarenten', 'promes', 'sex', 'usan', 'mism', 'fras']",1,
14963,14963,14963,"[,]",2020-05-08 03:37:25+00:00,Lo único productivo que hago en esta cuarentena: llorar,nico productivo hago esta cuarentena llorar,"['nico', 'productivo', 'hago', 'esta', 'cuarentena', 'llorar']","['nic', 'product', 'hag', 'esta', 'cuarenten', 'llor']",0,
14982,14982,14982,"[,]",2020-05-08 03:38:08+00:00,Todo el mundo está en @Tinder ahora. Pegó fuerte la cuarentena,Todo mundo ahora fuerte cuarentena,"['todo', 'mundo', 'ahora', 'fuerte', 'cuarentena']","['tod', 'mund', 'ahor', 'fuert', 'cuarenten']",0,
15020,15020,15020,"[,]",2020-05-08 03:39:33+00:00,ni a palo jajajaj a esa hora te habla cualquiera y más en cuarentena,palo jajajaj hora habla cualquiera cuarentena,"['palo', 'jajajaj', 'hora', 'habla', 'cualquiera', 'cuarentena']","['pal', 'jajajaj', 'hor', 'habl', 'cualqu', 'cuarenten']",1,
15047,15047,15047,"[,]",2020-05-08 03:40:22+00:00,@Hjrm10Hr @tinchonegriazul @jptaborda74 Si señor. Los 90 terminan 1 a 1. Rumnenigge decisivo. Lindas semifinales para ver en cuarentena.,terminan Rumnenigge decisivo Lindas semifinales para cuarentena,"['terminan', 'rumnenigge', 'decisivo', 'lindas', 'semifinales', 'para', 'cuarentena']","['termin', 'rumnenigg', 'decis', 'lind', 'semifinal', 'par', 'cuarenten']",1,
15076,15076,15076,"[,]",2020-05-08 03:41:29+00:00,- 5️⃣0️⃣ días de cuarentena? Faaa amigo!,cuarentena Faaa amigo,"['cuarentena', 'faaa', 'amigo']","['cuarenten', 'faa', 'amig']",0,
15201,15201,15201,"[,]",2020-05-08 03:46:26+00:00,"como rompen las bolas con eso de ""esta persona rompió la cuarentena"" ""dame bola"" y toda esa gilada de los comentarios y eso 🤦🏻‍♂️",como rompen bolas esta persona rompi cuarentena dame bola toda gilada comentarios,"['como', 'rompen', 'bolas', 'esta', 'persona', 'rompi', 'cuarentena', 'dame', 'bola', 'toda', 'gilada', 'comentarios']","['com', 'romp', 'bol', 'esta', 'person', 'rompi', 'cuarenten', 'dam', 'bol', 'tod', 'gil', 'comentari']",0,
15213,15213,15213,"[,]",2020-05-08 03:46:47+00:00,Sos fan de Yao Cabrera o haces la joda de la cuarentena por ig ?,Cabrera haces joda cuarentena,"['cabrera', 'haces', 'joda', 'cuarentena']","['cabrer', 'hac', 'jod', 'cuarenten']",1,
15255,15255,15255,"[,]",2020-05-08 03:48:31+00:00,Quiere hacer las paces por no acordarse de mi cumpleaños  JAJAJJA dios me alegra la cuarentena,Quiere hacer paces acordarse cumplea JAJAJJA dios alegra cuarentena,"['quiere', 'hacer', 'paces', 'acordarse', 'cumplea', 'jajajja', 'dios', 'alegra', 'cuarentena']","['quier', 'hac', 'pac', 'acord', 'cumple', 'jajajj', 'dios', 'alegr', 'cuarenten']",2,
15257,15257,15257,"[,]",2020-05-08 03:48:40+00:00,un pajero me escracho en su insta por romper cuarentena jajajajajajajajaja encima ni es de acá,pajero escracho insta romper cuarentena jajajajajajajajaja encima,"['pajero', 'escracho', 'insta', 'romper', 'cuarentena', 'jajajajajajajajaja', 'encima']","['pajer', 'escrach', 'insta', 'romp', 'cuarenten', 'jajajajajajajajaj', 'encim']",1,
15297,15297,15297,"[,]",2020-05-08 03:50:01+00:00,@ArseneVensher Tenia que venir este virus del orto para que aprendamos muchas cosas? Y si. Ni una fila pa subir al bondi saben hacer,Tenia venir este virus orto para aprendamos muchas cosas fila subir bondi saben hacer,"['tenia', 'venir', 'este', 'virus', 'orto', 'para', 'aprendamos', 'muchas', 'cosas', 'fila', 'subir', 'bondi', 'saben', 'hacer']","['teni', 'ven', 'este', 'virus', 'orto', 'par', 'aprend', 'much', 'cos', 'fil', 'sub', 'bondi', 'sab', 'hac']",1,
15334,15334,15334,"[,]",2020-05-08 03:51:19+00:00,Che me están difamando q rompí la cuarentena y hace más de 60 días q estoy en Uruguay.. no jodan!,difamando romp cuarentena hace estoy Uruguay jodan,"['difamando', 'romp', 'cuarentena', 'hace', 'estoy', 'uruguay', 'jodan']","['difam', 'romp', 'cuarenten', 'hac', 'estoy', 'uruguay', 'jod']",0,
15377,15377,15377,"[,]",2020-05-08 03:53:09+00:00,"El tema nuevo de El Dipy, que se termine esta cuarentena que quiero bailarlo re mamado con una jarra de fernet en el baile",tema nuevo Dipy termine esta cuarentena quiero bailarlo mamado jarra fernet baile,"['tema', 'nuevo', 'dipy', 'termine', 'esta', 'cuarentena', 'quiero', 'bailarlo', 'mamado', 'jarra', 'fernet', 'baile']","['tem', 'nuev', 'dipy', 'termin', 'esta', 'cuarenten', 'quier', 'bail', 'mam', 'jarr', 'fernet', 'bail']",0,
15474,15474,15474,"[,]",2020-05-08 03:57:59+00:00,Por lo menos la pasan bien en cuarentena,menos pasan bien cuarentena,"['menos', 'pasan', 'bien', 'cuarentena']","['men', 'pas', 'bien', 'cuarenten']",1,
15575,15575,15575,"[,]",2020-05-08 04:03:31+00:00,Soñé que te hacía falta de energía por la cuarentena 😂,falta energ cuarentena,"['falta', 'energ', 'cuarentena']","['falt', 'energ', 'cuarenten']",1,
